Location,GeoRef,AgeRangeLow,AgeRangeHigh,Sex,TotalNum,TotalNumLow95,TotalNumHigh95,TotalNumCoeffVar,TotalPerc,TotalPercLow95,TotalPercHigh95,TotalPercCoeffVar,CurrentNum,CurrentNumLow95,CurrentNumHigh95,CurrentNumCoeffVar,CurrentPerc,CurrentPercLow95,CurrentPercHigh95,CurrentPercCOeffVar,DailyNum,DailyNumLow95,DailyNumHigh95,DailyNumCoeffVar,DailyPerc,DailyPercLow95,DailyPercHigh95,DailyPercCoeffVar,OccNum,OccNumLow95,OccNumHigh95,OccNumCoeffVar,OccPerc,OccPercLow95,OccPercHigh95,OccPercCoeffVar,FormerNum,FormerNumLow95,FormerNumHigh95,FormerNumCoeffVar,FormerPerc,FormerPercLow95,FormerPercHigh95,FormerPercCoeffVar,NeverNum,NeverNumLow95,NeverNumHigh95,NeverNumCoeffVar,NeverPerc,NeverPercLow95,NeverPercHigh95,NeverPercCoeffVar,NotNum,NotNumLow95,NotNumHigh95,NotNumCoeffVar,NotPerc,NotPercLow95,NotPercHigh95,NotPercCoeffVar
Newfoundland and Labrador,10,35,44,M,89101,84887,93315,2.4,100,100,100,0,33812,29866,37758,6,37.9,33.6,42.3,5.8,29671,26062,33280,6.2,33.3,29.4,37.2,6,4141,2499,5783,20.2,4.6,2.8,6.5,20.3,33158,28776,37540,6.7,37.2,32.9,41.6,6,22130,18560,25700,8.2,24.8,21,28.7,7.9,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,35,44,F,44147,41155,47140,3.5,100,100,100,0,16483,13600,19365,8.9,37.3,31.1,43.6,8.6,14813,12018,17608,9.6,33.6,27.4,39.7,9.3,-1,-1,-1,-1,-1,-1,-1,-1,18089,14882,21295,9,41,34.3,47.7,8.3,9576,7100,12051,13.2,21.7,16.4,27,12.4,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,45,64,B,44954,42113,47794,3.2,100,100,100,0,17329,14682,19977,7.8,38.5,33.1,44,7.2,14858,12386,17330,8.5,33.1,27.9,38.2,8,2471,1211,3732,26,5.5,2.7,8.3,25.8,15070,12343,17796,9.2,33.5,27.9,39.1,8.5,12555,9941,15169,10.6,27.9,22.4,33.5,10.2,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,45,64,M,137697,137697,137697,0,100,100,100,0,35186,31205,39166,5.8,25.6,22.7,28.4,5.8,32135,28427,35843,5.9,23.3,20.6,26,5.9,3051,1685,4417,22.8,2.2,1.2,3.2,22.8,68797,64477,73118,3.2,50,46.8,53.1,3.2,33714,29849,37580,5.8,24.5,21.7,27.3,5.8,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,45,64,F,68822,68822,68822,0,100,100,100,0,18748,15939,21558,7.6,27.2,23.2,31.3,7.6,16631,14029,19232,8,24.2,20.4,27.9,8,2118,931,3305,28.6,3.1,1.4,4.8,28.6,38708,35200,42215,4.6,56.2,51.1,61.3,4.6,11365,8515,14215,12.8,16.5,12.4,20.7,12.8,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,45,54,B,68876,68876,68876,0,100,100,100,0,16437,13456,19418,9.3,23.9,19.5,28.2,9.3,15504,12628,18380,9.5,22.5,18.3,26.7,9.5,-1,-1,-1,-1,-1,-1,-1,-1,30089,27118,33061,5,43.7,39.4,48,5,22349,19645,25053,6.2,32.4,28.5,36.4,6.2,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,45,54,M,80781,75980,85581,3,100,100,100,0,21417,18060,24775,8,26.5,22.4,30.6,7.9,19516,16375,22656,8.2,24.2,20.3,28,8.2,1902,771,3033,30.3,2.4,1,3.8,30.3,38827,34504,43151,5.7,48.1,43.6,52.5,4.7,20536,17056,24016,8.6,25.4,21.6,29.3,7.7,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,45,54,F,42552,39231,45874,4,100,100,100,0,12394,9711,15077,11,29.1,23.2,35,10.3,10880,8415,13346,11.6,25.6,20.1,31,10.9,-1,-1,-1,-1,-1,-1,-1,-1,21604,18266,24942,7.9,50.8,43.8,57.7,7,8554,5900,11209,15.8,20.1,14.1,26.1,15.1,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,55,64,B,38228,35038,41419,4.3,100,100,100,0,9024,6895,11152,12,23.6,18.1,29.1,11.9,8635,6510,10761,12.6,22.6,17.1,28.1,12.4,-1,-1,-1,-1,-1,-1,-1,-1,17223,14073,20373,9.3,45.1,38.3,51.8,7.6,11982,9647,14316,9.9,31.3,25.6,37.1,9.3,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,55,64,M,56917,52116,61717,4.3,100,100,100,0,13768,11126,16411,9.8,24.2,19.9,28.5,9.1,12619,10126,15113,10.1,22.2,18.1,26.2,9.4,-1,-1,-1,-1,-1,-1,-1,-1,29970,25992,33948,6.8,52.7,47.8,57.5,4.7,13178,10728,15628,9.5,23.2,19.1,27.2,8.8,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,55,64,F,26269,22948,29591,6.5,100,100,100,0,6355,4580,8130,14.3,24.2,17.9,30.5,13.3,5750,4091,7410,14.7,21.9,15.9,27.9,13.9,-1,-1,-1,-1,-1,-1,-1,-1,17104,13936,20271,9.4,65.1,57.5,72.7,5.9,2811,1553,4069,22.8,10.7,5.9,15.5,22.9,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,65,100,B,30647,27457,33838,5.3,100,100,100,0,7414,5373,9455,14,24.2,18.1,30.3,12.9,6869,4939,8799,14.3,22.4,16.6,28.2,13.2,-1,-1,-1,-1,-1,-1,-1,-1,12866,10562,15171,9.1,42,36.1,47.9,7.2,10367,8251,12484,10.4,33.8,27.8,39.9,9.2,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,65,100,M,59485,59485,59485,0,100,100,100,0,7487,5659,9314,12.5,12.6,9.5,15.7,12.5,6864,5068,8660,13.4,11.5,8.5,14.6,13.4,-1,-1,-1,-1,-1,-1,-1,-1,31330,28539,34121,4.5,52.7,48,57.4,4.5,20668,18226,23110,6,34.7,30.6,38.9,6,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,65,100,F,26750,26750,26750,0,100,100,100,0,4564,3039,6090,17,17.1,11.4,22.8,17,4320,2806,5835,17.9,16.2,10.5,21.8,17.9,-1,-1,-1,-1,-1,-1,-1,-1,18967,16945,20989,5.4,70.9,63.3,78.5,5.4,3219,1799,4639,22.5,12,6.7,17.3,22.5,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,65,74,B,32735,32735,32735,0,100,100,100,0,2922,1836,4008,19,8.9,5.6,12.2,19,2543,1544,3543,20,7.8,4.7,10.8,20,-1,-1,-1,-1,-1,-1,-1,-1,12363,10354,14372,8.3,37.8,31.6,43.9,8.3,17449,15390,19509,6,53.3,47,59.6,6,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,65,74,M,37134,34243,40025,4,100,100,100,0,5122,3476,6769,16.4,13.8,9.5,18.1,15.8,4763,3154,6373,17.2,12.8,8.6,17,16.8,-1,-1,-1,-1,-1,-1,-1,-1,21397,18378,24416,7.2,57.6,51.2,64,5.7,10615,8551,12679,9.9,28.6,23.2,34,9.6,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,65,74,F,17276,15409,19143,5.5,100,100,100,0,3177,1807,4546,22,18.4,10.9,25.9,20.9,2933,1583,4282,23.5,17,9.5,24.4,22.4,-1,-1,-1,-1,-1,-1,-1,-1,12414,10424,14404,8.2,71.9,62.6,81.1,6.6,1685,600,2770,32.9,9.8,3.6,16,32.4,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,75,100,B,19858,17690,22027,5.6,100,100,100,0,1946,1090,2801,22.4,9.8,5.5,14.1,22.6,1831,1000,2662,23.2,9.2,5,13.4,23.3,-1,-1,-1,-1,-1,-1,-1,-1,8983,6771,11195,12.6,45.2,36.6,53.8,9.7,8930,7135,10724,10.3,45,36.2,53.7,9.9,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,75,100,M,22350,19459,25241,6.6,100,100,100,0,2364,1268,3460,23.7,10.6,6,15.2,22.1,2101,1104,3098,24.2,9.4,5.1,13.7,23.1,-1,-1,-1,-1,-1,-1,-1,-1,9933,7690,12177,11.5,44.4,36.6,52.3,9,10053,7983,12123,10.5,45,36.9,53.1,9.2,-1,-1,-1,-1,-1,-1,-1,-1
Newfoundland and Labrador,10,75,100,F,9474,7608,11341,10.1,100,100,100,0,1388,588,2188,29.4,14.6,6.4,22.9,28.7,1388,588,2188,29.4,14.6,6.4,22.9,28.7,-1,-1,-1,-1,-1,-1,-1,-1,6553,4848,8258,13.3,69.2,58.3,80,8,1534,644,2423,29.6,16.2,7.5,24.9,27.3,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,12,100,B,12876,10708,15044,8.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3380,2062,4698,19.9,26.3,17,35.5,17.9,8520,6646,10394,11.2,66.2,56.3,76.1,7.6,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,12,100,M,158173,158173,158173,0,100,100,100,0,46035,40600,51470,6,29.1,25.7,32.5,6,37268,32156,42379,7,23.6,20.3,26.8,7,8767,6252,11283,14.6,5.5,4,7.1,14.6,64493,59292,69693,4.1,40.8,37.5,44.1,4.1,47645,42241,53050,5.8,30.1,26.7,33.5,5.8,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,12,100,F,76979,76979,76979,0,100,100,100,0,22767,18864,26670,8.7,29.6,24.5,34.6,8.7,18624,14910,22338,10.2,24.2,19.4,29,10.2,4143,2215,6070,23.7,5.4,2.9,7.9,23.7,33038,29582,36494,5.3,42.9,38.4,47.4,5.3,21174,17430,24917,9,27.5,22.6,32.4,9,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,12,19,B,81194,81194,81194,0,100,100,100,0,23268,19840,26696,7.5,28.7,24.4,32.9,7.5,18643,15219,22068,9.4,23,18.7,27.2,9.4,4624,2757,6491,20.6,5.7,3.4,8,20.6,31455,27339,35571,6.7,38.7,33.7,43.8,6.7,26472,22682,30261,7.3,32.6,27.9,37.3,7.3,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,12,19,M,20829,20829,20829,0,100,100,100,0,3878,2446,5310,18.8,18.6,11.7,25.5,18.8,2121,1128,3114,23.9,10.2,5.4,14.9,23.9,-1,-1,-1,-1,-1,-1,-1,-1,4092,2227,5957,23.3,19.6,10.7,28.6,23.3,12858,10688,15029,8.6,61.7,51.3,72.2,8.6,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,12,19,F,10690,10690,10690,0,100,100,100,0,2180,1069,3290,26,20.4,10,30.8,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1770,665,2875,31.9,16.6,6.2,26.9,31.9,6740,5393,8088,10.2,63.1,50.5,75.7,10.2,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,12,14,B,10139,10139,10139,0,100,100,100,0,1699,853,2545,25.4,16.8,8.4,25.1,25.4,1352,670,2034,25.7,13.3,6.6,20.1,25.7,-1,-1,-1,-1,-1,-1,-1,-1,2322,1096,3549,26.9,22.9,10.8,35,26.9,6118,4744,7492,11.5,60.3,46.8,73.9,11.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,12,14,M,7765,5926,9604,12.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7159,5308,9011,13.2,92.2,82.8,101.6,5.2,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,12,14,F,4385,3021,5749,15.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3974,2671,5276,16.7,90.6,77.2,104.1,7.6,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,15,19,B,3380,1994,4765,20.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3185,1853,4518,21.3,94.2,82.1,106.4,6.6,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,15,19,M,13064,11225,14903,7.2,100,100,100,0,3467,2238,4696,18.1,26.5,17.4,35.7,17.6,2121,1128,3114,23.9,16.2,8.8,23.7,23.4,-1,-1,-1,-1,-1,-1,-1,-1,3898,2045,5750,24.3,29.8,17.1,42.5,21.7,5699,3905,7494,16.1,43.6,30.6,56.6,15.2,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,15,19,F,6305,4941,7669,11,100,100,100,0,1768,758,2779,29.1,28,12.6,43.5,28.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1770,665,2875,31.9,28.1,11.3,44.9,30.5,2767,1408,4126,25.1,43.9,25.5,62.3,21.4,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,20,34,B,6759,5373,8144,10.5,100,100,100,0,1699,853,2545,25.4,25.1,13.7,36.6,23.3,1352,670,2034,25.7,20,10.7,29.3,23.8,-1,-1,-1,-1,-1,-1,-1,-1,2128,905,3351,29.3,31.5,15.8,47.2,25.4,2933,1834,4031,19.1,43.4,28.1,58.7,18,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,20,34,M,41064,38413,43715,3.3,100,100,100,0,17867,14601,21134,9.3,43.5,36.3,50.8,8.5,13544,10296,16791,12.2,33,25.7,40.2,11.2,4324,2382,6265,22.9,10.5,5.7,15.3,23.2,12877,9973,15780,11.5,31.4,25,37.7,10.3,10320,7613,13027,13.4,25.1,18.3,32,13.9,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,20,34,F,21078,19263,22892,4.4,100,100,100,0,8778,6080,11477,15.7,41.6,30,53.3,14.2,7149,4658,9640,17.8,33.9,23.1,44.7,16.2,-1,-1,-1,-1,-1,-1,-1,-1,6349,4400,8299,15.7,30.1,21.5,38.8,14.6,5950,3794,8107,18.5,28.2,17.5,39,19.4,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,20,24,B,19986,18073,21899,4.9,100,100,100,0,9089,6823,11355,12.7,45.5,34.4,56.5,12.4,6395,4360,8429,16.2,32,22.4,41.6,15.3,2695,1107,4282,30.1,13.5,5.4,21.6,30.7,6527,4221,8833,18,32.7,21.5,43.8,17.4,4370,2274,6466,24.5,21.9,11.9,31.8,23.2,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,20,24,M,14054,11242,16867,10.2,100,100,100,0,6462,4298,8626,17.1,46,32,59.9,15.5,4364,2483,6245,22,31.1,18.7,43.5,20.4,-1,-1,-1,-1,-1,-1,-1,-1,4207,2167,6246,24.7,29.9,17.1,42.8,21.9,3386,1475,5297,28.8,24.1,12.1,36.1,25.3,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,20,24,F,7054,4976,9132,15,100,100,100,0,2906,1243,4570,29.2,41.2,21.4,61,24.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,25,34,B,7000,4976,9025,14.8,100,100,100,0,3555,1778,5332,25.5,50.8,29,72.5,21.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,25,34,M,27010,23058,30961,7.5,100,100,100,0,11406,8063,14749,15,42.2,32.7,51.8,11.5,9179,6154,12205,16.8,34,24.8,43.1,13.7,2226,849,3604,31.6,8.2,3.3,13.2,30.4,8670,6275,11064,14.1,32.1,25.1,39.1,11.2,6934,4514,9354,17.8,25.7,16.1,35.2,18.9,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,25,34,F,14024,11240,16808,10.1,100,100,100,0,5872,3207,8537,23.2,41.9,27.3,56.4,17.7,4833,2474,7193,24.9,34.5,21.1,47.8,19.7,-1,-1,-1,-1,-1,-1,-1,-1,4352,2758,5946,18.7,31,20.6,41.5,17.1,3800,2108,5492,22.7,27.1,14.1,40.1,24.4,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,35,44,B,12986,10219,15753,10.9,100,100,100,0,5534,3561,7507,18.2,42.6,30.3,55,14.8,4346,2601,6092,20.5,33.5,22.3,44.7,17.1,-1,-1,-1,-1,-1,-1,-1,-1,4318,2546,6090,20.9,33.3,20.5,46,19.6,3134,1263,5005,30.5,24.1,11.5,36.8,26.8,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,35,44,M,30370,27719,33021,4.5,100,100,100,0,11705,9196,14213,10.9,38.5,30,47.1,11.3,9937,7713,12161,11.4,32.7,25.1,40.3,11.8,-1,-1,-1,-1,-1,-1,-1,-1,10537,7816,13258,13.2,34.7,26.8,42.6,11.6,8128,5678,10579,15.4,26.8,19.4,34.2,14.1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,35,44,F,14045,12231,15860,6.6,100,100,100,0,5164,3437,6890,17.1,36.8,24.2,49.3,17.5,4504,2861,6147,18.6,32.1,19.9,44.3,19.4,-1,-1,-1,-1,-1,-1,-1,-1,5518,3718,7319,16.6,39.3,27.8,50.8,14.9,3363,1720,5007,24.9,23.9,13.4,34.5,22.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,45,64,B,16325,14412,18237,6,100,100,100,0,6541,4728,8354,14.1,40.1,29.8,50.4,13.1,5433,3725,7141,16,33.3,23.2,43.3,15.4,-1,-1,-1,-1,-1,-1,-1,-1,5019,3265,6773,17.8,30.7,20.6,40.8,16.8,4765,2919,6611,19.8,29.2,18.4,39.9,18.8,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,45,64,M,46064,46064,46064,0,100,100,100,0,10058,7509,12607,12.9,21.8,16.3,27.4,12.9,9455,7155,11754,12.4,20.5,15.5,25.5,12.4,-1,-1,-1,-1,-1,-1,-1,-1,26171,23229,29113,5.7,56.8,50.4,63.2,5.7,9835,7061,12609,14.4,21.4,15.3,27.4,14.4,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,45,64,F,22706,22706,22706,0,100,100,100,0,4998,3353,6642,16.8,22,14.8,29.3,16.8,4554,3021,6087,17.2,20.1,13.3,26.8,17.2,-1,-1,-1,-1,-1,-1,-1,-1,13675,11318,16033,8.8,60.2,49.8,70.6,8.8,4032,1970,6095,26.1,17.8,8.7,26.8,26.1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,45,54,B,23359,23359,23359,0,100,100,100,0,5060,3296,6825,17.8,21.7,14.1,29.2,17.8,4900,3137,6664,18.4,21,13.4,28.5,18.4,-1,-1,-1,-1,-1,-1,-1,-1,12496,10399,14592,8.6,53.5,44.5,62.5,8.6,5803,3981,7624,16,24.8,17,32.6,16,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,45,54,M,26594,23073,30114,6.8,100,100,100,0,5650,3746,7554,17.2,21.2,13.4,29.1,18.8,5046,3397,6695,16.7,19,12.2,25.8,18.3,-1,-1,-1,-1,-1,-1,-1,-1,14511,11280,17742,11.4,54.6,45.9,63.2,8.1,6433,3975,8891,19.5,24.2,15.9,32.5,17.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,45,54,F,13413,11187,15640,8.5,100,100,100,0,3402,1841,4962,23.4,25.4,13.3,37.4,24.3,2958,1576,4340,23.8,22.1,11.3,32.8,24.9,-1,-1,-1,-1,-1,-1,-1,-1,6661,4157,9165,19.2,49.7,33.5,65.8,16.6,3351,1370,5333,30.2,25,11.1,38.9,28.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,55,64,B,13180,10729,15632,9.5,100,100,100,0,2248,1116,3380,25.7,17.1,8.4,25.8,26,2088,975,3201,27.2,15.8,7.3,24.3,27.4,-1,-1,-1,-1,-1,-1,-1,-1,7850,5392,10309,16,59.6,47.3,71.8,10.5,3082,1711,4453,22.7,23.4,12.9,33.9,23,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,55,64,M,19471,15950,22991,9.2,100,100,100,0,4408,2803,6014,18.6,22.6,15.1,30.2,17,4408,2803,6014,18.6,22.6,15.1,30.2,17,-1,-1,-1,-1,-1,-1,-1,-1,11660,8703,14617,12.9,59.9,51.2,68.6,7.4,3402,1896,4908,22.6,17.5,10,25,21.9,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,55,64,F,9292,7066,11518,12.2,100,100,100,0,1596,622,2570,31.1,17.2,7.2,27.2,29.8,1596,622,2570,31.1,17.2,7.2,27.2,29.8,-1,-1,-1,-1,-1,-1,-1,-1,7015,4796,9234,16.1,75.5,62.7,88.3,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,65,100,B,10179,7727,12630,12.3,100,100,100,0,2812,1480,4145,24.2,27.6,16.1,39.1,21.3,2812,1480,4145,24.2,27.6,16.1,39.1,21.3,-1,-1,-1,-1,-1,-1,-1,-1,4645,2958,6333,18.5,45.6,34.4,56.8,12.5,2721,1441,4001,24,26.7,15.5,38,21.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,65,100,M,19846,19846,19846,0,100,100,100,0,2527,1222,3831,26.4,12.7,6.2,19.3,26.4,2211,936,3486,29.4,11.1,4.7,17.6,29.4,-1,-1,-1,-1,-1,-1,-1,-1,10816,8953,12679,8.8,54.5,45.1,63.9,8.8,6503,4830,8176,13.1,32.8,24.3,41.2,13.1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,65,100,F,8460,8460,8460,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5725,4318,7132,12.5,67.7,51,84.3,12.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,65,74,B,11386,11386,11386,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5091,3756,6427,13.4,44.7,33,56.4,13.4,5416,4067,6765,12.7,47.6,35.7,59.4,12.7,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,65,74,M,11751,9829,13673,8.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7098,5057,9139,14.7,60.4,47.3,73.5,11,2993,1763,4223,21,25.5,15,35.9,21,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,65,74,F,5504,4272,6737,11.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3664,2285,5042,19.2,66.6,45.1,88,16.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,75,100,B,6247,4925,7568,10.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3434,1981,4888,21.6,55,38.4,71.6,15.4,2222,1265,3179,22,35.6,19.9,51.3,22.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,75,100,M,8095,6173,10016,12.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3718,2259,5177,20,45.9,32,59.9,15.5,3510,2087,4933,20.7,43.4,27.3,59.4,18.9,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services St. John's Region, Newfoundland and Labrador (Peer group H)",1001,75,100,F,2956,1723,4188,21.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2061,1001,3121,26.2,69.7,48.7,90.8,15.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
