Location,GeoRef,AgeRangeLower,AgeRangeHigher,Sex,TotalNum,TotalNumLow95,TotalNumHigh95,TotalNumCoeffVar,TotalPerc,TotalPercLow95,TotalPercHigh95,TotalPerCoeffVar,UnderNum,UnderNumLow95,UnderNumHigh95,UnderNumCoeffVar,UnderPerc,UnderPercLow95,UnderPercHigh95,UnderPercCoeffVar,NormalNum,NormalNumLow95,NormalNumHigh95,NormalNumCoeffVar,NormalPerc,NormalPercLow95,NormalPercHigh95,NormalPercCoeffVar,SomeNum,SomeNumLow95,SomeNumHigh95,SomeNumCoeffVar,SomePerc,SomPercLow95,SomPercHigh95,SomePercCoeffVar,OverNum,OverNumLow95,OverNumHigh95,OverNumCoeffVar,OverPerc,OverPercLow95,OverPercHigh95,OverPercCoeffVar,NotNum,NotNumLow95,NotNumHigh95,NotNumCoeffVar,NotPerc,NotPercLow95,NotPercHigh95,NotPercCoeffVar
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,12,64,B,10179,7727,12630,12.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2949,1682,4216,21.9,29,17.6,40.3,20,2557,1236,3877,26.3,25.1,14.4,35.8,21.7,4249,2396,6101,22.2,41.7,26.9,56.6,18.2,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,12,64,M,74831,73696,75966,0.8,100,100,100,0,3591,1874,5308,24.4,4.8,2.5,7.1,24.3,27265,23941,30588,6.2,36.4,32,40.9,6.2,12046,9643,14449,10.2,16.1,12.9,19.3,10.2,31315,27669,34962,5.9,41.8,37.1,46.6,5.8,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,12,64,F,37951,37951,37951,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,12727,10456,14999,9.1,33.5,27.5,39.5,9.1,7207,5432,8983,12.6,19,14.3,23.7,12.6,17524,14750,20297,8.1,46.2,38.9,53.5,8.1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,20,34,B,36880,35744,38015,1.6,100,100,100,0,3246,1616,4877,25.6,8.8,4.4,13.2,25.4,14538,11969,17106,9,39.4,32.6,46.2,8.8,4839,3393,6284,15.2,13.1,9.2,17.1,15.3,13792,11355,16228,9,37.4,30.9,43.9,8.9,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,20,34,M,24414,22221,26608,4.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,11096,8306,13886,12.8,45.4,34.6,56.3,12.2,3716,1986,5447,23.8,15.2,8.4,22,22.9,8065,5789,10342,14.4,33,24.4,41.7,13.3,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,20,34,F,11858,10460,13257,6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,5607,3579,7635,18.5,47.3,30.2,64.3,18.4,2553,1175,3931,27.5,21.5,11.1,32,24.7,3698,1996,5401,23.5,31.2,17.1,45.2,23,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,20,24,B,12556,10637,14475,7.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,5489,3282,7696,20.5,43.7,28.7,58.7,17.5,-1,-1,-1,-1,-1,-1,-1,-1,4367,2667,6067,19.9,34.8,21.5,48.1,19.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,20,24,M,6788,4204,9373,19.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4258,1787,6729,29.6,62.7,41.5,83.9,17.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,20,24,F,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,25,34,B,3989,2519,5458,18.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,25,34,M,17626,14462,20789,9.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,6838,4370,9306,18.4,38.8,26.6,51,16.1,3716,1986,5447,23.8,21.1,12.3,29.8,21.1,6558,4743,8374,14.1,37.2,28.7,45.7,11.7,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,25,34,F,9059,6741,11376,13.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2808,1001,4615,32.8,31,12.9,49.1,29.8,2553,1175,3931,27.5,28.2,15,41.3,23.8,3698,1996,5401,23.5,40.8,24.4,57.3,20.6,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,35,44,B,8567,6316,10818,13.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4030,2174,5887,23.5,47,30.5,63.6,17.9,-1,-1,-1,-1,-1,-1,-1,-1,2860,1534,4185,23.6,33.4,20.2,46.6,20.2,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,35,44,M,19839,17899,21780,5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,6371,4789,7953,12.7,32.1,24.7,39.6,11.8,2796,1311,4281,27.1,14.1,6.9,21.3,26.1,9488,7613,11363,10.1,47.8,39.2,56.4,9.2,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,35,44,F,10840,9442,12239,6.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2482,1291,3673,24.5,22.9,12.3,33.5,23.6,1645,601,2688,32.4,15.2,5.7,24.7,31.9,6427,4887,7966,12.2,59.3,47,71.6,10.6,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,45,64,B,8999,7508,10489,8.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3889,2723,5055,15.3,43.2,31.8,54.6,13.4,-1,-1,-1,-1,-1,-1,-1,-1,3061,1796,4326,21.1,34,21,47,19.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,45,64,M,30578,30578,30578,0,100,100,100,0,1167,408,1927,33.2,3.8,1.3,6.3,33.2,9798,7598,11997,11.5,32,24.8,39.2,11.5,5534,3924,7144,14.8,18.1,12.8,23.4,14.8,13762,11783,15742,7.3,45,38.5,51.5,7.3,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,45,64,F,15253,15253,15253,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4638,3189,6087,15.9,30.4,20.9,39.9,15.9,3010,1847,4172,19.7,19.7,12.1,27.4,19.7,7399,5878,8920,10.5,48.5,38.5,58.5,10.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,45,54,B,15325,15325,15325,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,5160,3493,6826,16.5,33.7,22.8,44.5,16.5,2524,1499,3549,20.7,16.5,9.8,23.2,20.7,6364,4812,7916,12.4,41.5,31.4,51.7,12.4,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,45,54,M,16959,15224,18693,5.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,5577,3918,7236,15.2,32.9,23.3,42.4,14.8,3343,1768,4918,24,19.7,11.1,28.3,22.3,7427,5872,8982,10.7,43.8,35.1,52.5,10.1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,45,54,F,9866,8675,11058,6.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3011,1756,4266,21.3,30.5,18.3,42.8,20.5,2130,967,3292,27.9,21.6,10.4,32.8,26.5,4625,3437,5814,13.1,46.9,35.4,58.4,12.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,55,64,B,7093,5778,8408,9.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2566,1534,3599,20.5,36.2,23.1,49.3,18.4,-1,-1,-1,-1,-1,-1,-1,-1,2802,1829,3774,17.7,39.5,27.6,51.4,15.4,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,55,64,M,13619,11884,15353,6.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4220,2745,5696,17.8,31,20.8,41.2,16.8,2191,1154,3228,24.1,16.1,8.8,23.4,23.1,6335,4779,7891,12.5,46.5,36,57,11.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Eastern Region, Newfoundland and Labrador (Peer group D)",1002,55,64,F,5386,4195,6578,11.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1627,797,2457,26,30.2,16.6,43.8,23,-1,-1,-1,-1,-1,-1,-1,-1,2773,1682,3865,20.1,51.5,33.7,69.3,17.7,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,12,64,B,8232,6917,9547,8.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2593,1508,3679,21.4,31.5,18.2,44.8,21.6,1311,530,2091,30.4,15.9,6.7,25.2,29.6,3562,2224,4900,19.2,43.3,29,57.6,16.9,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,12,64,M,64413,63634,65192,0.6,100,100,100,0,2814,1460,4168,24.5,4.4,2.3,6.5,24.6,18500,15739,21260,7.6,28.7,24.5,33,7.6,9876,7687,12065,11.3,15.3,11.9,18.7,11.3,32507,29462,35552,4.8,50.5,45.8,55.1,4.7,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,12,64,F,32649,32649,32649,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,8869,6407,11332,14.2,27.2,19.6,34.7,14.2,4864,3205,6524,17.4,14.9,9.8,20,17.4,18139,15618,20661,7.1,55.6,47.8,63.3,7.1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,20,34,B,31764,30985,32543,1.3,100,100,100,0,2038,1009,3068,25.8,6.4,3.2,9.7,25.8,9630,7621,11639,10.6,30.3,24,36.6,10.6,5011,3510,6513,15.3,15.8,11,20.5,15.3,14368,12151,16585,7.9,45.2,38.4,52,7.7,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,20,34,M,21828,20131,23526,4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,7544,5413,9675,14.4,34.6,24.4,44.8,15.1,2913,1618,4208,22.7,13.3,7.3,19.4,23,9247,6808,11687,13.5,42.4,32.9,51.9,11.4,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,20,34,F,10857,9466,12249,6.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4266,2570,5961,20.3,39.3,23.6,55,20.4,-1,-1,-1,-1,-1,-1,-1,-1,4978,2946,7010,20.8,45.8,30.5,61.2,17.1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,20,24,B,10971,9954,11988,4.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3278,1585,4971,26.3,29.9,14.2,45.6,26.8,1901,837,2965,28.6,17.3,7,27.6,30.4,4270,2620,5919,19.7,38.9,25.4,52.4,17.7,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,20,24,M,6874,4844,8904,15.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3315,1700,4930,24.9,48.2,28.3,68.2,21.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,20,24,F,3734,2132,5337,21.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,25,34,B,3140,2135,4145,16.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,25,34,M,14954,12043,17865,9.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4229,2714,5744,18.3,28.3,19.1,37.5,16.6,1958,1022,2894,24.4,13.1,6.9,19.3,24.2,7491,5140,9843,16,50.1,40.3,59.9,10,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,25,34,F,7123,4838,9408,16.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28.3,11.6,45,30.1,-1,-1,-1,-1,-1,-1,-1,-1,3848,1746,5950,27.9,54,36.1,71.9,16.9,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,35,44,B,7831,6239,9423,10.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2212,891,3533,30.5,28.2,11.9,44.6,29.6,-1,-1,-1,-1,-1,-1,-1,-1,3644,2343,4945,18.2,46.5,32,61,15.9,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,35,44,M,15443,13820,17066,5.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3664,2501,4828,16.2,23.7,16.4,31.1,15.8,2881,1805,3958,19.1,18.7,11.8,25.5,18.7,8253,6443,10063,11.2,53.4,44,62.9,9,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,35,44,F,7907,6515,9299,9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1469,685,2254,27.2,18.6,8.7,28.4,27.1,1612,790,2434,26,20.4,10.8,29.9,23.9,4826,3616,6035,12.8,61,50.2,71.9,9.1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,45,64,B,7536,6513,8560,6.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2195,1192,3198,23.3,29.1,16.3,41.9,22.4,-1,-1,-1,-1,-1,-1,-1,-1,3427,2214,4640,18.1,45.5,30.7,60.3,16.6,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,45,64,M,27142,26478,27806,1.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,7292,5612,8971,11.8,26.9,20.7,33.1,11.8,4082,2479,5685,20,15,9.1,21,20.1,15007,13033,16980,6.7,55.3,48.3,62.3,6.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,45,64,F,13885,13885,13885,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3134,1887,4382,20.3,22.6,13.6,31.6,20.3,2240,989,3492,28.5,16.1,7.1,25.2,28.5,8336,6882,9790,8.9,60,49.6,70.5,8.9,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,45,54,B,13257,12593,13921,2.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4157,3041,5274,13.7,31.4,22.9,39.8,13.8,1841,986,2697,23.7,13.9,7.2,20.5,24.4,6671,5386,7956,9.8,50.3,41.5,59.1,8.9,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,45,54,M,16612,14310,18915,7.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3868,2310,5425,20.5,23.3,14.6,31.9,19,2534,1201,3866,26.8,15.3,7.3,23.2,26.7,9564,7530,11598,10.9,57.6,48,67.2,8.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,45,54,F,9389,7632,11145,9.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1904,801,3008,29.6,20.3,8.7,31.9,29.2,-1,-1,-1,-1,-1,-1,-1,-1,5911,4154,7667,15.2,63,49.5,76.4,10.9,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,55,64,B,7224,5732,8715,10.5,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1964,1088,2839,22.7,27.2,15.5,38.8,21.9,1134,478,1790,29.5,15.7,6.2,25.2,30.8,3654,2434,4873,17,50.6,38.2,63,12.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,55,64,M,10529,8246,12813,11.1,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3424,2099,4748,19.7,32.5,23.7,41.3,13.8,1548,576,2521,32,14.7,6.6,22.8,28.1,5442,4070,6815,12.9,51.7,41.7,61.6,9.8,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Central Region, Newfoundland and Labrador (Peer group D)",1003,55,64,F,4496,2740,6253,19.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27.4,11.5,43.2,29.6,-1,-1,-1,-1,-1,-1,-1,-1,2425,1350,3500,22.6,53.9,38.6,69.3,14.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,12,64,B,6033,4534,7532,12.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2194,1273,3114,21.4,36.4,25.6,47.1,15.1,-1,-1,-1,-1,-1,-1,-1,-1,3017,1976,4058,17.6,50,37.1,62.9,13.2,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,12,64,M,54019,53555,54484,0.4,100,100,100,0,3205,1922,4487,20.4,5.9,3.6,8.3,20.4,19790,16612,22967,8.2,36.6,30.7,42.6,8.3,9113,6711,11514,13.4,16.9,12.4,21.3,13.4,21102,17979,24226,7.6,39.1,33.3,44.8,7.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,12,64,F,26940,26940,26940,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,9499,7484,11514,10.8,35.3,27.8,42.7,10.8,5524,3678,7370,17,20.5,13.7,27.4,17,11207,9413,13000,8.2,41.6,34.9,48.3,8.2,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,20,34,B,27079,26615,27543,0.9,100,100,100,0,2653,1403,3903,24,9.8,5.2,14.4,24,10290,7969,12612,11.5,38,29.4,46.6,11.5,3588,2433,4744,16.4,13.3,9,17.5,16.4,9896,7817,11974,10.7,36.5,28.9,44.2,10.7,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,20,34,M,14918,13551,16284,4.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4837,3039,6634,19,32.4,21,43.9,18,-1,-1,-1,-1,-1,-1,-1,-1,6209,4575,7844,13.4,41.6,31.4,51.9,12.6,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,20,34,F,7322,6399,8246,6.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2536,1217,3855,26.5,34.6,18.5,50.7,23.7,-1,-1,-1,-1,-1,-1,-1,-1,2978,1797,4158,20.2,40.7,24.2,57.2,20.7,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,20,24,B,7595,6639,8552,6.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2301,1195,3407,24.5,30.3,15.6,45,24.7,-1,-1,-1,-1,-1,-1,-1,-1,3232,2109,4354,17.7,42.5,30.1,55,15,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,20,24,M,6450,5161,7738,10.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2185,1043,3328,26.7,33.9,17.2,50.5,25.1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,20,24,F,2949,1929,3970,17.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,25,34,B,3500,2525,4475,14.2,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,25,34,M,8468,6865,10072,9.7,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2790,1642,3939,21,33,21.3,44.6,18,-1,-1,-1,-1,-1,-1,-1,-1,4024,2558,5490,18.6,47.5,33.7,61.3,14.8,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,25,34,F,4373,3089,5657,15,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2150,1188,3112,22.8,49.2,31.2,67.1,18.7,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,35,44,B,4095,2906,5285,14.8,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,1230,531,1930,29,30,14.4,45.7,26.5,-1,-1,-1,-1,-1,-1,-1,-1,1874,830,2918,28.4,45.8,27.7,63.8,20.1,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,35,44,M,15970,14635,17305,4.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,5248,3715,6781,14.9,32.9,23.9,41.8,13.9,2640,1335,3946,25.2,16.5,8.3,24.8,25.4,6556,4878,8234,13.1,41.1,30.8,51.3,12.8,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,35,44,F,7949,7025,8872,5.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2408,1281,3536,23.9,30.3,17,43.6,22.5,1749,752,2747,29.1,22,9.5,34.5,29.1,3549,2280,4819,18.2,44.7,29.3,60,17.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,45,64,B,8021,7188,8855,5.3,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2839,1672,4006,21,35.4,20.9,49.9,20.9,-1,-1,-1,-1,-1,-1,-1,-1,3007,1975,4039,17.5,37.5,25,50,17,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,45,64,M,23131,23131,23131,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,9705,7784,11626,10.1,42,33.7,50.3,10.1,4284,3061,5507,14.6,18.5,13.2,23.8,14.6,8337,6389,10285,11.9,36,27.6,44.5,11.9,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,45,64,F,11669,11669,11669,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,4555,3238,5872,14.7,39,27.7,50.3,14.7,2364,1347,3381,22,20.3,11.5,29,22,4680,3400,5959,14,40.1,29.1,51.1,14,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,45,54,B,11462,11462,11462,0,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,5150,3810,6491,13.3,44.9,33.2,56.6,13.3,1921,1095,2746,21.9,16.8,9.6,24,21.9,3657,2335,4979,18.4,31.9,20.4,43.4,18.4,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,45,54,M,13970,12154,15785,6.6,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,5335,3783,6886,14.8,38.2,28.4,47.9,13,2913,1551,4276,23.9,20.9,12.1,29.6,21.4,5330,3964,6696,13.1,38.2,28.5,47.8,12.9,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,45,54,F,6902,5634,8171,9.4,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,2175,1317,3034,20.1,31.5,19.1,43.9,20.1,1735,778,2691,28.1,25.1,13.4,36.8,23.7,2921,1916,3925,17.5,42.3,29.4,55.2,15.5,-1,-1,-1,-1,-1,-1,-1,-1
"Health and Community Services Western Region, Newfoundland and Labrador (Peer group D)",1004,55,64,B,7067,5968,8167,7.9,100,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,3159,1947,4371,19.6,44.7,30.9,58.5,15.8,1179,418,1939,32.9,-1,-1,-1,-1,2409,1437,3381,20.6,34.1,21.1,47.1,19.5,-1,-1,-1,-1,-1,-1,-1,-1
